repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed
hongyangAndroid__AndroidAutoLayout,,java,1,112,185,16,75,338,216,122,563,114,449,1,296,86,134,105,29,452,162,67,175,274,449,24,4.50667,5,18,2.75378,1.52,0,20,0.517751,0,20,1.37216,0.517751,0,17,1.47001,1.3284,1,5,2.40351,20,0.386667,0.386667,17,2,1.03448,0.464865,19,0.464865,10,12,5,0.875,2,5,4.6875,16,19,0.991071,2,12,1.65179,5,19,4.50667,5,18,1.99112,1,4,19,2.13659,13.5436,43.6513,192.567,4.65175,3177.04,0.0641891,339.834,4194.83,1,1,1,1
hongyangAndroid__okhttputils,,java,1,49,89,13,56,239,183,56,350,89,261,1,137,51,100,80,24,328,100,45,153,231,261,27,4.26786,3,17,3.43559,1.58929,1,7,0.640167,0,7,1.19457,0.640167,0,9,1.2527,1.09205,1,8,2.59551,8,0.428571,0.428571,6,2,1.09091,0.573034,9,0.573034,8,12,5,0.923077,2,7,4.30769,9,10,0.979592,2,8,1.81633,7,12,4.26786,3,17,2.16318,1,4,18,2.21316,15.7949,52.9679,239.569,4.80206,2871.6,0.0798563,623.555,7761.6,1,1,1,1
huanghaibin-dev__CalendarView,,java,1,80,232,22,120,1181,1065,116,2219,595,1624,1,311,214,214,167,102,1776,151,98,2247,2448,1624,364,9.84167,6,108,14.6549,4.95833,2,106,1.90262,0,33,3.36991,1.90262,1,76,5.51557,1.37511,1,7,4.11429,107,0.85,0.85,16,3,1.96721,0.922414,20,0.922414,42,11,4,0.954545,2,15,5.45455,5,58,0.9875,2,15,2.9,5,36,9.84167,6,108,3.60288,1,9,76,5.30802,17.3468,85.27,419.867,7.08441,9064.41,0.139956,1144.42,21148.7,1,1,1,1
iBotPeaches__Apktool,,java,1,242,430,32,176,1305,1095,210,1711,660,1051,1,671,498,343,214,102,1965,292,407,1780,2119,1051,226,7.41477,4,81,9.88247,3.75,1,152,1.36398,1,26,2.1335,1.36398,0,49,4.10141,0.805364,0,26,3.21061,127,0.579545,0.579545,43,3,1.33333,1.15814,17,1.15814,58,13,4,0.90625,4,10,5.5,14,22,0.995868,2,45,1.77686,4,22,7.41477,4,81,3.08889,1,7,71,4.68712,19.2719,72.9442,368.734,5.83475,6994.08,0.122911,868.05,10087.2,1,1,1,1
ikew0ng__SwipeBackLayout,,java,1,37,48,6,14,164,151,13,324,83,241,1,84,11,24,23,6,247,19,6,135,326,241,12,11.7143,7,52,12.5495,5.92857,1,39,0.823171,0,13,1.61523,0.823171,1,6,0.930093,1.46951,1,6,3.92771,15,0.428571,0.428571,2,2,1.33333,0.229167,2,0.229167,6,11,4,0.833333,2,2,2.33333,7,7,0.972973,2,9,1.2973,3,8,11.7143,7,52,2.54268,2,6,18,2.73271,16.775,71.9833,340.481,8.86208,12309.4,0.113494,785,16888.6,1,1,1,1
infinilabs__analysis-ik,,java,1,38,63,13,32,240,208,32,323,126,197,1,100,27,62,45,6,366,71,49,291,417,197,65,7.5,5,29,6.37377,3.9375,2,20,1.2125,0,15,2.30232,1.2125,1,14,1.83503,0.820833,0,5,3.30952,12,0.1875,0.1875,3,1,1,0.428571,3,0.428571,12,10,3,0.846154,2,5,2.46154,5,12,0.973684,3,7,1.65789,4,12,7.5,5,29,2.1875,1,5,9,1.90456,14.1535,57.6535,253.018,6.549,4985.53,0.0843392,715.783,13136.3,1,1,1,1
ityouknow__spring-boot-examples,,java,1,1260,935,45,212,781,587,194,571,194,377,1,2194,110,421,258,8,975,242,36,147,432,377,71,3.68396,2,19,3.29223,0.915094,0,9,0.18822,0,5,0.651337,0.18822,0,3,0.468375,0.482714,0,6,2.2268,8,0.0377358,0.0377358,1,1,1,0.117647,4,0.117647,17,12,4,0.955556,2,22,4.71111,10,73,0.999206,2,29,0.742063,2,7,3.68396,2,19,1.49296,1,3,12,1.70756,10.7926,25.9477,101.999,1.57696,334.256,0.0339997,272.324,625.905,1,1,1,1
ityouknow__spring-cloud-examples,,java,1,587,254,10,39,85,47,38,30,8,22,1,840,2,78,48,1,93,38,0,2,8,22,1,2.17949,2,5,0.63536,0.205128,0,2,0.0235294,0,1,0.151578,0.0235294,0,1,0.151578,0.258824,0,1,1,1,0.025641,0.025641,1,1,1,0.00787402,1,0.00787402,2,11,3,0.9,1,7,3.9,4,24,0.998296,2,15,0.432709,1,3,2.17949,2,5,1,1,1,6,0.826047,8.54348,18.2609,65.1724,1.6271,168.205,0.0217241,144.317,325.509,1,1,0,1
janishar__mit-deep-learning-book-pdf,,java,1,4,34,0,1,1,0,1,0,0,0,1,37,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,3,,,,,,,,0.75,3,3,8.5,28,28,1,1,1,1,1,1,1,0,,,,,,,,,0,0,0,0
java-decompiler__jd-gui,,java,1,131,334,50,339,1624,1324,300,2335,686,1649,1,464,707,559,507,244,2310,402,232,1688,1736,1649,670,4.79056,3,47,5.16287,2.0236,1,39,1.03941,0,30,1.9717,1.03941,0,103,4.21143,1.01539,1,30,2.53061,38,0.719764,0.719764,14,4,1.85561,2.11677,22,2.11677,124,12,5,0.98,2,15,6.78,15,73,0.992366,2,15,2.54962,6,52,4.79056,3,47,1.95197,1,4,32,2.66595,18.0574,70.6239,355.247,6.08598,7842.91,0.118416,960.86,12987.6,1,1,1,1
java-native-access__jna,,java,1,208,1303,36,1978,9457,7294,2163,26562,15807,10755,1,1510,1577,2552,3426,1643,25264,3429,2909,12691,9307,10755,6204,4.78109,2,205,10.7789,7.99141,1,4347,1.34197,1,51,2.4091,1.34197,0,544,8.99828,1.13725,1,16,0.58879,310,0.830637,0.830637,496,5,1.45954,1.21028,22,1.21028,176,14,8,0.944444,3,8,54.9444,95,927,0.995192,1,32,6.26442,14,110,4.78665,2,205,2.24003,1,6,202,4.99683,22.4709,101.458,529.761,6.70473,11441.7,0.176587,1213.7,17753.9,1,1,1,1
jeasonlzy__okhttp-OkGo,,java,1,77,281,39,240,1523,1262,261,2226,693,1533,1,357,586,432,326,120,2216,396,238,1443,1912,1533,235,6.34583,4,62,7.95778,2.8875,1,44,0.947472,0,15,1.62462,0.947472,0,37,2.68502,1.00657,1,8,2.75902,38,0.5,0.5,21,5,1.66964,2.08541,16,2.08541,54,11,4,0.974359,3,12,6.15385,13,18,0.987013,2,12,3.64935,8,36,6.34583,4,62,2.34734,1,5,76,3.26276,16.6734,57.604,269.637,4.73924,3407.55,0.0898789,681.817,6373.25,1,1,1,1
jeremylong__DependencyCheck,,java,1,474,1159,49,473,3880,3287,593,4794,1939,2855,1,1632,1498,908,559,219,5819,830,1208,4955,4841,2855,854,8.20296,5,177,12.2337,4.09937,1,160,1.27706,0,29,2.7781,1.27706,0,187,5.63163,0.735825,0,32,2.49665,42,0.463002,0.463002,78,4,1.6789,1.29249,24,1.29249,129,16,6,0.979592,2,16,9.65306,16,140,0.99789,2,29,2.44515,5,65,8.20507,5,177,3.07964,1,6,111,5.6524,19.0631,79.5637,419.491,5.6718,9590.27,0.13983,1019.57,13909.9,1,1,1,1
jfeinstein10__SlidingMenu,,java,1,52,139,8,45,403,358,45,538,100,438,1,190,27,78,64,18,503,60,37,391,457,438,41,8.95556,4,69,14.5143,2.22222,0,33,0.970223,1,19,1.79442,0.970223,0,9,1.50239,1.08685,1,7,4.57,25,0.4,0.4,7,4,2.38889,0.194245,5,0.194245,15,9,4,0.875,2,2,5.625,13,13,0.980769,2,16,2.67308,6,14,8.95556,4,69,2.15881,1,4,39,3.22515,13.6101,45.4811,203.282,4.41243,3935.38,0.0677607,495.158,5379.69,1,1,1,1
joelittlejohn__jsonschema2pojo,,java,1,227,567,29,249,2076,1820,256,2065,643,1422,1,793,286,464,308,52,2719,354,214,1997,1851,1422,320,8.33735,5,133,12.7679,2.58233,1,71,0.961946,0,33,1.91234,0.961946,0,231,7.37196,0.684971,0,7,2.87869,36,0.208835,0.208835,27,3,1.28846,0.504409,14,0.504409,75,14,4,0.862069,2,9,8.58621,39,52,0.995595,2,34,2.4978,7,34,8.33735,5,133,2.97784,1,7,37,3.46584,19.8005,70.2834,341.206,2.90743,2079.51,0.113735,827.351,4210.95,1,1,1,1
json-path__JsonPath,,java,1,57,231,23,284,2162,1851,311,1947,386,1561,1,287,361,481,393,127,2548,616,350,2769,1302,1561,540,7.61268,4,58,9.04048,1.35915,1,29,1.28076,0,21,2.04421,1.28076,0,150,6.5738,0.722017,0,6,3.37306,48,0.447183,0.447183,21,2,1.20635,1.56277,13,1.56277,37,12,5,0.956522,3,5,12.3478,26,77,0.982456,2,5,4.05263,11,38,7.62324,4,58,2.1531,1,5,36,2.29772,17.5058,57.3761,260.451,3.46048,2054.54,0.0868171,610.372,3900.84,1,1,1,1
junit-team__junit4,,java,1,118,617,65,1307,5041,3747,1294,3236,941,2295,1,734,1701,1757,2228,374,5982,1697,1043,5312,2249,2295,1005,3.85692,2,103,5.61438,0.719969,0,9,1.05376,0,15,1.57711,1.05376,0,202,6.37066,0.455267,0,6,2.39001,50,0.286151,0.286151,55,4,1.4359,2.75689,33,2.75689,145,11,5,0.969231,3,10,20.1077,52,240,0.991525,3,9,5.22881,14,38,3.85692,2,103,1.66594,1,4,25,1.62183,14.7913,39.8477,167.1,2.58251,755.584,0.0556998,352.933,1396.03,1,1,1,1
junixapp__XPopup,,java,1,42,241,15,140,1060,917,143,1538,545,993,1,282,298,251,183,55,1605,271,121,1092,1656,993,206,7.57143,4,75,11.8846,3.89286,1,53,1.03019,0,38,2.20955,1.03019,0,30,2.27394,0.936792,1,13,3.03853,91,0.392857,0.392857,9,3,1.53704,1.23651,28,1.23651,33,10,3,0.933333,3,8,9.33333,18,20,0.97619,3,8,5.7381,13,43,7.57143,4,75,2.30472,1,5,31,2.74387,16.0776,71.4605,360.974,6.38344,19386.2,0.120325,777.809,9585.35,1,1,1,1
justauth__JustAuth,,java,1,35,175,12,128,664,479,185,831,189,642,1,209,609,253,142,80,853,344,150,1096,361,642,349,5.1875,4,21,4.20519,1.47656,0,20,1.6506,1,11,1.81897,1.6506,0,94,6.57223,0.966867,1,6,1.91005,138,0.625,0.625,42,3,1.7,3.48,15,3.48,58,10,4,0.916667,1,8,10.6667,27,54,0.971429,2,8,5,12,51,5.1875,4,21,2.5497,1,6,23,2.79909,19.822,68.0747,328.56,3.34099,1975.59,0.10952,718.1,3256.46,1,1,1,1
jwtk__jjwt,,java,1,121,726,17,466,3760,3323,437,6374,855,5519,1,846,1239,873,541,486,4615,964,392,2073,1554,5519,379,8.06867,3,71,11.8994,1.83476,0,35,0.55133,0,40,1.51307,0.55133,0,78,2.06916,1.46782,1,20,1.81754,16,1.04292,1.04292,20,5,1.97135,1.70661,56,1.70661,134,12,3,0.941176,4,8,27.4118,83,139,0.991736,2,7,6,14,115,8.12661,3,71,1.21862,1,3,37,2.27605,16.7193,53.3119,252.233,4.7618,4269.74,0.0840775,513.834,5197.04,1,1,1,1
karatelabs__karate,,java,1,275,1251,83,537,5251,4713,538,5957,1923,4034,1,1525,1006,1023,653,88,7174,1632,682,7611,5776,4034,976,9.7784,4,152,16.1547,3.58101,2,73,1.44944,1,35,2.54322,1.44944,0,88,4.56726,0.768235,1,8,3.00364,69,0.163873,0.163873,10,4,1.5814,0.804157,23,0.804157,62,12,5,0.783133,2,14,6.46988,17,88,0.996364,2,39,4.54909,9,160,9.78585,4,152,2.40171,1,5,54,3.26568,14.7469,51.76,239.231,3.20474,2967.87,0.0797438,530,3381.36,1,1,1,1
kaushikgopal__RxJava-Android-Samples,,java,1,42,99,13,55,299,247,52,336,161,175,1,140,49,95,81,25,460,60,43,171,345,175,31,5.43636,4,22,4.40976,2.92727,3,9,0.571906,0,4,0.816232,0.571906,0,23,1.95022,0.585284,0,3,2.14286,11,0.454545,0.454545,23,1,1,0.494949,4,0.494949,8,11,4,0.846154,1,7,4.23077,9,29,0.97619,2,9,2.35714,4,27,5.43636,4,22,2.21405,2,4,8,1.48831,16.4113,47.8139,210.915,2.14538,740.12,0.0703051,475.928,1627.71,1,1,1,1
kevin-wayne__algs4,,java,1,8,208,4,273,2480,2132,348,3309,773,2536,1,215,0,473,349,0,3253,482,589,4008,2862,2536,287,9.08425,7,90,10.2912,2.8315,2,54,1.61613,1,15,2.2435,1.61613,1,167,5.17269,1.02258,1,7,3.70246,28,0,0,0,,,0,0,0,0,9,3,0.75,1,1,68.25,273,273,0.875,1,1,26,200,200,9.08425,7,90,3.57903,3,7,45,3.57368,17.6548,79.3126,360.736,11.2262,9172.4,0.120245,857.388,21237.9,0,0,1,1
koral--__android-gif-drawable,,java,1,56,163,5,56,481,382,99,522,112,410,1,218,5,97,75,13,593,127,78,354,514,410,58,8.58929,3.5,92,16.0399,2,1,19,0.735967,1,10,0.992139,0.735967,0,10,1.40497,0.852391,1,5,4.58929,44,0.232143,0.232143,9,1,1,0.0306748,2,0.0306748,2,11,3,0.8,2,2,11.2,53,53,0.982143,3,11,2.91071,9,27,8.58929,3.5,92,1.80042,1,3,13,1.69433,12.1417,32.9278,135.4,2.9908,1087.92,0.0451334,343.645,2168.44,1,1,1,1
koush__AndroidAsync,,java,1,72,258,19,289,2044,1768,276,2269,649,1620,1,329,630,492,393,153,2693,632,468,2290,1784,1620,726,7.07266,3,53,9.25821,2.24567,1,49,1.12035,0,41,2.6194,1.12035,0,39,2.79103,0.792564,1,8,2.74884,21,0.529412,0.529412,10,7,1.7907,2.44186,21,2.44186,57,10,4,0.947368,5,10,15.2105,53,59,0.986111,3,9,3.58333,10,33,7.17647,3,53,1.84149,1,4,27,2.45992,15.1978,52.4337,250.111,4.75438,4560.33,0.0833703,615.583,6303.74,1,1,1,1
koush__ion,,java,1,54,201,15,160,1112,976,136,1663,670,993,1,254,184,287,207,66,1782,444,131,527,1054,993,192,6.95,3,87,11.1174,4.1875,0,251,0.473921,0,12,1.12495,0.473921,0,18,1.27272,0.892986,1,7,1.57313,24,0.4125,0.4125,5,3,1.57447,0.915423,15,0.915423,46,10,3,0.933333,1,12,10.6667,26,47,0.981481,3,10,3.72222,13,33,6.95625,3,87,1.98022,1,5,34,2.90428,19.1903,68.9827,340.561,6.26401,8333.92,0.11352,846.594,9472.86,1,1,1,1
krahets__hello-algo,,java,1,771,4866,14,108,483,375,108,554,60,494,1,5636,0,193,108,0,543,125,39,450,349,494,60,4.47222,4,13,2.73001,0.555556,0,6,0.931677,0,11,1.55289,0.931677,1,14,1.17139,1.02277,1,7,5.81667,25,0,0,0,,,0,0,0,0,6,0,0,0,0,7.71429,12,16,0.998703,3,22,6.31128,12,24,4.47222,4,13,4.06625,3,8,27,4.29788,18.4427,81.3013,365.658,11.025,6262.77,0.121886,832.594,17061.3,0,0,1,1
ksoichiro__Android-ObservableScrollView,,java,1,86,412,14,184,1031,829,202,1417,522,895,1,497,344,330,235,165,1553,232,99,830,1323,895,175,5.60326,4,34,4.8533,2.83696,1,36,0.805044,0,14,1.30128,0.805044,0,38,2.38932,0.868089,1,4,2.53448,16,0.896739,0.896739,64,2,1.12281,0.834951,7,0.834951,92,13,6,0.928571,2,2,13.1429,48,108,0.988372,3,11,4.7907,11,89,5.60326,4,34,2.96993,1,7,37,4.06137,17.2575,65.2959,309.323,5.36659,5077.51,0.103108,746.517,7906.02,1,1,1,1
kunal-kushwaha__DSA-Bootcamp-Java,,java,1,181,555,32,246,874,619,255,923,129,794,1,735,4,442,252,27,1003,289,63,384,502,794,128,3.55285,3,19,2.58105,0.52439,0,5,0.439359,0,4,0.653529,0.439359,0,6,0.734322,0.908467,1,6,3.89147,19,0.109756,0.109756,3,2,1.16667,0.00720721,1,0.00720721,4,10,3,0.96875,2,22,6.53125,9,87,0.994475,2,28,3.0663,8,20,3.55285,3,19,2.67277,2,5,25,2.44678,15.5946,60.928,261.586,10.0884,5699.93,0.0871952,610.681,15037.8,1,1,1,1
lecho__hellocharts-android,,java,1,49,200,15,146,1214,1029,185,1638,526,1112,1,248,356,253,199,67,1740,381,213,1531,2028,1112,380,8.31507,4,58,9.63779,3.60274,1,32,1.26112,0,22,2.48359,1.26112,0,24,2.57286,0.91598,1,7,3.85551,48,0.458904,0.458904,5,3,1.5,1.78,20,1.78,29,9,4,0.933333,1,11,9.73333,19,43,0.979592,3,14,4.08163,11,27,8.31507,4,58,2.55025,1,6,43,3.62974,12.5663,48.842,216.931,5.02854,4406.71,0.0723103,521.241,6756.04,1,1,1,1
lenve__VBlog,,java,1,34,102,9,27,194,170,24,206,50,156,1,135,39,54,35,0,244,48,18,101,125,156,26,7.18519,5,33,6.67243,1.85185,1,16,0.520619,0,15,1.44025,0.520619,0,10,1.07074,0.804124,1,5,2.5,9,0,0,0,,,0.382353,6,0.382353,6,10,3,0.888889,6,6,3,6,6,0.970588,3,6,3,7,11,7.18519,5,33,1.23196,1,2,9,1.32105,10.4275,25.3478,100.299,1.76314,590.516,0.0334328,256.758,923.849,1,0,1,1
lenve__vhr,,java,1,93,243,19,92,744,668,76,733,248,485,1,335,115,183,109,0,992,152,19,312,549,485,172,8.08696,6,70,8.41667,2.69565,1,34,0.419355,0,31,1.8948,0.419355,0,29,1.50321,0.651882,1,6,2.21371,9,0,0,0,,,0.473251,6,0.473251,13,14,5,0.947368,4,9,4.78947,22,27,0.989247,2,6,2.6129,6,44,8.08696,6,70,1.18817,1,2,122,4.56283,9.40594,24.9485,108.514,1.84138,1466.05,0.0361713,164.233,507.191,1,0,1,1
leolin310148__ShortcutBadger,,java,1,35,72,6,26,98,73,25,211,91,120,1,106,62,52,31,17,189,25,11,39,106,120,2,3.76923,3,10,2.27542,3.5,3,16,0.397959,0,4,0.85404,0.397959,0,6,0.81741,1.22449,1,3,1.16484,4,0.653846,0.653846,17,1,1,0.861111,15,0.861111,18,10,3,0.833333,3,3,4.33333,18,18,0.971429,2,7,2.05714,4,18,3.76923,3,10,2.32653,1,5,16,2.43602,19.5352,56.4648,267.035,4.58699,2545.3,0.0890118,595.239,4638.76,1,1,1,1
lgvalle__Material-Animations,,java,1,27,88,3,16,89,73,16,96,34,62,1,114,0,31,19,7,123,19,5,78,86,62,14,5.5625,5,19,3.98385,2.125,1,7,0.876404,0,4,1.28798,0.876404,1,7,1.15943,0.696629,0,4,2.52941,9,0.4375,0.4375,7,1,1,0,0,0,0,9,2,0.666667,1,1,5.33333,16,16,0.962963,2,10,3.25926,14,26,5.5625,5,19,3.5618,3,7,21,2.88333,16.0548,57.2466,253.871,2.86997,1479.58,0.0846237,590.194,2170.39,0,1,1,1
liaohuqiu__android-Ultra-Pull-To-Refresh,,java,1,57,146,18,64,484,407,77,774,293,481,1,202,100,114,95,15,777,86,49,533,817,481,91,7.5625,3,73,11.2859,4.57812,2,39,1.10124,0,23,2.26272,1.10124,1,17,1.97612,0.993802,1,6,2.7884,26,0.234375,0.234375,5,1,1,0.684932,8,0.684932,20,12,7,0.944444,4,5,3.55556,11,15,0.982456,4,9,2.5614,7,19,7.5625,3,73,2.91529,1,6,56,4.31304,16.3333,62.9853,306.98,5.23535,4599.32,0.102327,792.967,7051.34,1,1,1,1
lightbend__config,,java,1,73,240,8,189,1693,1485,208,2251,317,1934,1,312,176,305,262,102,2010,891,396,2025,1091,1934,801,8.95767,5,101,13.2907,1.67725,1,14,1.1961,0,28,2.16847,1.1961,0,43,2.72709,1.14235,1,20,3.44164,23,0.539683,0.539683,10,4,1.91765,0.733333,11,0.733333,31,10,3,0.5,2,2,23.375,118,118,0.986301,2,7,3.28767,4,66,9,5,101,1.54637,1,3,18,1.73658,13.1196,44.9675,203.688,4.44146,3795.16,0.0678959,458.124,4212.48,1,1,1,1
lihengming__spring-boot-api-project-seed,,java,1,18,27,7,13,66,53,13,83,29,54,1,44,4,25,18,1,95,19,6,29,50,54,2,5.07692,3,13,4.17799,2.23077,1,13,0.439394,0,5,1.03175,0.439394,0,5,1.00195,0.818182,1,2,1.72414,10,0.0769231,0.0769231,1,1,1,0.148148,3,0.148148,1,9,3,0.857143,2,2,1.71429,8,8,0.944444,2,2,1.5,5,8,5.07692,3,13,2.39394,1,5,41,5.41569,15.5349,56.2093,270.42,4.2413,3422.35,0.0901399,1049.47,10515.3,1,1,1,1
lingochamp__FileDownloader,,java,1,69,218,16,218,1699,1479,220,2171,657,1514,1,286,333,335,334,89,2356,443,170,2181,2219,1514,415,7.79358,5,83,9.73448,3.01376,1,42,1.2837,0,39,3.10625,1.2837,1,75,3.36964,0.891112,1,9,3.37747,87,0.408257,0.408257,5,4,1.52055,1.52752,19,1.52752,40,11,4,0.9375,1,12,13.625,36,58,0.985507,3,11,3.15942,9,32,7.79358,5,83,1.90288,1,4,37,2.53997,15.0915,51.2429,239.557,4.62681,3993.37,0.0798524,517.048,4438.99,1,1,1,1
macrozheng__springcloud-learning,,java,1,660,432,17,153,409,258,151,313,108,205,1,1091,71,306,169,6,517,227,47,64,147,205,47,2.6732,2,18,2.06062,0.705882,0,7,0.156479,0,5,0.484441,0.156479,0,6,0.629327,0.501222,0,3,1.36111,7,0.0392157,0.0392157,2,1,1,0.164352,5,0.164352,14,12,4,0.941176,1,13,9,22,71,0.998485,2,37,0.654545,2,5,2.6732,2,18,1.32518,1,3,10,1.32472,11.8333,26.8583,106.966,1.54413,260.477,0.0356553,284.268,461.591,1,1,1,1
markzhai__AndroidPerformanceMonitor,,java,1,53,94,8,34,190,156,34,281,152,129,1,146,22,62,47,6,342,50,17,143,335,129,34,5.58824,4,20,4.57048,4.47059,2,53,0.752632,0,17,1.78204,0.752632,1,8,1.07941,0.678947,0,4,2.20395,9,0.176471,0.176471,2,2,1.16667,0.234043,3,0.234043,10,11,4,0.875,2,2,4.25,16,16,0.981132,2,6,1.77358,5,11,5.58824,4,20,2.47895,2,5,21,2.59292,16.4,60.1034,300.541,5.35629,6142.24,0.10018,620.46,5764.83,1,1,1,1
microg__GmsCore,,java,1,2084,3897,299,1459,6867,5375,1492,12257,5762,6495,1,5980,2613,2627,2046,836,12629,2767,661,3632,7801,6495,1723,4.70665,2,89,6.71481,3.94928,2,297,0.528906,0,24,1.12939,0.528906,0,561,7.30262,0.945828,1,25,1.35387,51,0.572995,0.572995,434,5,2.36696,0.670516,37,0.670516,422,20,12,0.989967,2,56,4.8796,13,61,0.99952,2,56,1.86996,3,256,4.71008,2,89,1.69996,1,3,30,2.03079,13.3329,38.3312,170.419,3.23128,2168.09,0.0568063,389.026,2725.57,1,1,1,1
mission-peace__interview,,java,1,63,647,22,667,2437,1770,667,3301,390,2911,1,709,10,1201,760,5,2827,814,745,1692,1464,2911,404,3.65367,3,27,2.04045,0.584708,0,8,0.694296,0,8,0.99594,0.694296,0,31,1.41062,1.1945,1,8,3.75385,111,0.00749625,0.00749625,2,1,1,0.015456,1,0.015456,5,6,2,0.954545,0,20,30.3182,78,102,0.984127,1,20,10.2698,31,78,3.65367,3,27,4.08207,3,9,59,4.05135,21.5021,116.297,539.917,17.4258,16639,0.179972,1136.67,44703.9,1,1,1,1
mockito__mockito,,java,1,391,1100,134,1764,8039,6501,1538,6344,1677,4667,1,1490,2813,2690,2735,663,9716,2319,1680,7817,4458,4667,1392,4.55726,2,129,7.85199,0.95068,0,20,0.972385,0,27,1.61093,0.972385,0,210,5.1147,0.580545,0,20,2.65832,59,0.37585,0.37585,210,4,1.11164,2.55727,55,2.55727,211,12,5,0.992537,2,25,13.1642,36,105,0.997442,2,25,2.8133,9,35,4.56236,2,129,1.98048,1,5,48,2.36334,17.1764,57.1465,254.552,3.06302,1507.98,0.0848507,551.807,2752.53,1,1,1,1
mybatis__mybatis-3,,java,1,497,1918,238,1450,8602,7322,1280,9126,3214,5912,1,2414,2957,2675,1910,376,11816,2125,1923,9845,7060,5912,2805,5.93241,4,143,7.5665,2.21655,1,1001,1.1445,0,48,2.43701,1.1445,0,705,9.93261,0.687282,0,21,2.19664,161,0.25931,0.25931,52,3,1.31335,1.54171,67,1.54171,205,11,5,0.995798,0,158,6.08824,11,124,0.997988,1,158,3.85915,6,56,5.93655,4,143,1.70441,1,4,82,2.43892,14.9912,47.3402,214.95,2.657,1540.14,0.0716501,514.946,2398.77,1,1,1,1
naman14__Timber,,java,1,92,450,29,260,1720,1451,269,2874,1154,1720,1,541,473,424,384,49,2874,378,179,1401,3276,1720,191,6.61538,4,106,10.4428,4.43846,2,106,0.814535,0,17,1.67468,0.814535,0,27,1.5921,1,1,8,2.83882,49,0.188462,0.188462,11,2,1.24444,1.05111,18,1.05111,32,12,5,0.965517,2,19,8.96552,24,28,0.98913,1,42,4.8913,14,57,6.61538,4,106,2.67209,1,6,59,3.7919,19.3772,77.4277,386.598,7.29183,9338.2,0.128866,897.902,14012.7,1,1,1,1
nathanmarz__storm,,java,1,113,592,59,761,5891,5058,833,7809,1919,5890,1,704,1227,1210,1128,334,7810,1842,953,4413,5476,5890,2199,7.74113,4,74,9.84959,2.52168,2,212,0.749109,0,25,1.32953,0.749109,0,119,2.54397,0.99983,1,16,2.85357,29,0.438896,0.438896,11,3,1.56491,2.07264,47,2.07264,93,10,4,0.949153,2,22,12.8983,21,221,0.99115,2,22,5.23894,13,39,7.74376,4,74,2.03616,1,5,31,2.47463,13.711,45.17,200.455,3.82031,2570.34,0.0668185,454.862,4085.38,1,1,1,1
navasmdc__MaterialDesignLibrary,,java,1,54,135,8,40,224,187,37,363,173,190,1,188,27,70,57,19,397,40,10,145,468,190,29,5.6,3.5,20,5.28583,4.325,3,14,0.647321,0,5,1.12825,0.647321,0,9,1.18234,0.848214,1,4,2.7052,11,0.475,0.475,8,3,1.57895,0.2,4,0.2,12,11,3,0.875,3,3,5,26,26,0.981481,2,9,2.5,6,22,5.6,3.5,20,3.26339,2,7,21,3.6434,16.5896,78.6879,379.655,6.84936,7858.64,0.126552,1180,20534.6,1,1,1,1
newbee-ltd__newbee-mall,,java,1,88,504,16,89,785,711,74,905,247,658,1,591,234,177,105,8,1032,179,35,628,665,658,141,8.82022,7,34,6.24331,2.77528,1,16,0.8,0,24,2.38028,0.8,0,51,2.87081,0.838217,1,4,2.69231,17,0.0898876,0.0898876,1,1,1,0.464286,13,0.464286,25,15,4,0.9375,4,8,5.5625,12,13,0.988636,3,9,5.72727,13,41,8.82022,7,34,1.64204,1,4,30,2.57187,12.267,37.6971,172.598,2.65165,1531.9,0.0575327,485.798,3196.95,1,1,1,1
