repo,subrepo,lang,includes,contains,requires,declares,encloses,specializes,encapsulates,returns,instantiates,invokes,uses,parameterizes,typed,measures,overrides
iluwatar__java-design-patterns,guarded-suspension,java,1,6,0,4,5,0,6,2,1,1,3,2,0,13,0
iluwatar__java-design-patterns,half-sync-half-async,java,1,6,0,7,7,1,17,3,2,6,6,9,0,26,0
iluwatar__java-design-patterns,health-check,java,1,15,0,22,14,0,63,11,2,11,33,9,5,74,0
iluwatar__java-design-patterns,hexagonal-architecture,java,1,41,61,60,44,8,180,40,20,102,124,111,59,261,0
iluwatar__java-design-patterns,identity-map,java,1,10,0,14,9,1,32,10,6,8,19,13,7,46,0
iluwatar__java-design-patterns,intercepting-filter,java,1,17,0,27,18,6,58,18,10,24,31,20,20,86,0
iluwatar__java-design-patterns,interpreter,java,1,9,0,12,8,4,27,8,4,12,15,13,14,46,0
iluwatar__java-design-patterns,iterator,java,1,14,7,16,12,2,41,13,5,19,18,14,8,69,0
iluwatar__java-design-patterns,layered-architecture,java,1,26,24,32,19,2,77,15,13,10,72,35,23,107,0
iluwatar__java-design-patterns,lazy-loading,java,1,9,0,10,8,0,13,9,6,3,4,1,2,26,0
iluwatar__java-design-patterns,leader-election,java,1,17,20,24,16,6,65,11,12,45,44,48,17,114,0
iluwatar__java-design-patterns,leader-followers,java,1,9,0,12,8,0,28,7,5,11,18,16,16,45,0
iluwatar__java-design-patterns,lockable-object,java,1,15,9,22,14,4,46,12,7,22,28,19,15,66,0
iluwatar__java-design-patterns,marker-interface,java,1,4,0,4,0,1,7,3,2,3,0,1,0,18,0
iluwatar__java-design-patterns,master-worker,java,1,18,23,24,17,5,52,20,7,24,23,37,6,96,0
iluwatar__java-design-patterns,mediator,java,1,13,0,20,12,6,29,8,5,9,8,15,13,56,0
iluwatar__java-design-patterns,memento,java,1,7,0,9,8,1,17,5,2,5,17,6,4,25,0
iluwatar__java-design-patterns,metadata-mapping,java,1,11,5,10,10,0,23,7,2,8,7,8,2,40,0
iluwatar__java-design-patterns,microservices-aggregrator,java,1,11,0,14,10,2,15,6,1,2,2,1,2,28,0
iluwatar__java-design-patterns,microservices-api-gateway,java,1,12,0,16,11,2,22,8,2,7,3,5,2,41,0
iluwatar__java-design-patterns,microservices-log-aggregation,java,1,9,0,12,8,0,27,6,4,9,15,7,9,35,0
iluwatar__java-design-patterns,model-view-controller,java,1,12,0,14,11,0,28,10,3,6,16,7,11,48,0
iluwatar__java-design-patterns,model-view-intent,java,1,18,11,20,15,5,40,10,12,18,23,4,3,69,0
iluwatar__java-design-patterns,model-view-presenter,java,1,11,0,12,10,2,63,8,3,14,45,17,9,86,0
iluwatar__java-design-patterns,model-view-viewmodel,java,1,9,0,8,8,1,15,3,1,2,5,1,3,20,0
iluwatar__java-design-patterns,monad,java,1,7,0,8,6,0,19,8,2,1,8,12,2,31,0
iluwatar__java-design-patterns,monostate,java,1,7,0,8,6,0,17,4,2,3,12,8,3,27,0
iluwatar__java-design-patterns,multiton,java,1,7,0,8,6,0,8,5,0,1,2,3,3,17,0
iluwatar__java-design-patterns,mute-idiom,java,1,7,0,8,6,0,12,3,1,8,0,5,4,27,0
iluwatar__java-design-patterns,notification,java,1,11,0,18,10,2,44,10,3,14,27,13,12,56,0
iluwatar__java-design-patterns,null-object,java,1,7,0,8,6,2,27,12,1,5,12,4,5,46,0
iluwatar__java-design-patterns,object-mother,java,1,7,0,8,6,2,31,9,6,8,14,3,2,53,0
iluwatar__java-design-patterns,object-pool,java,1,8,0,8,7,1,15,5,2,3,9,2,0,27,0
iluwatar__java-design-patterns,observer,java,1,16,7,24,15,6,31,9,6,9,11,18,11,63,0
iluwatar__java-design-patterns,optimistic-offline-lock,java,1,12,4,10,11,1,13,4,1,2,1,8,1,20,0
iluwatar__java-design-patterns,page-controller,java,1,11,0,14,10,0,21,7,0,3,3,7,6,36,0
iluwatar__java-design-patterns,page-object,java,1,7,0,8,6,3,33,18,3,3,27,12,0,49,0
iluwatar__java-design-patterns,parameter-object,java,1,8,0,9,9,0,26,10,3,9,13,14,8,33,0
iluwatar__java-design-patterns,partial-response,java,1,7,0,8,6,0,25,5,3,4,16,15,4,39,0
iluwatar__java-design-patterns,pipeline,java,1,9,0,12,8,3,16,6,5,0,5,8,0,30,0
iluwatar__java-design-patterns,poison-pill,java,1,13,0,19,14,4,35,9,4,9,22,18,12,53,0
iluwatar__java-design-patterns,presentation-model,java,1,8,0,10,7,0,43,6,4,16,42,11,4,48,0
iluwatar__java-design-patterns,private-class-data,java,1,7,0,8,6,0,21,4,3,7,18,13,1,29,0
iluwatar__java-design-patterns,producer-consumer,java,1,9,0,10,8,0,21,6,4,6,15,8,5,30,0
iluwatar__java-design-patterns,promise,java,1,7,0,10,10,1,56,14,6,27,37,25,0,77,0
iluwatar__java-design-patterns,property,java,1,7,0,9,8,1,22,7,2,5,14,15,13,35,0
iluwatar__java-design-patterns,prototype,java,1,16,0,26,15,10,35,18,7,12,15,10,12,63,0
iluwatar__java-design-patterns,proxy,java,1,8,0,10,7,2,13,4,3,2,5,5,5,23,0
iluwatar__java-design-patterns,queue-based-load-leveling,java,1,11,0,12,10,1,19,6,4,3,11,7,7,32,0
iluwatar__java-design-patterns,reactor,java,1,16,9,26,23,5,93,17,12,43,54,70,22,141,0
iluwatar__java-design-patterns,registry,java,1,6,0,6,5,0,14,5,1,3,8,5,2,22,0
iluwatar__java-design-patterns,repository,java,1,8,0,12,11,0,23,7,6,3,9,15,0,34,0
iluwatar__java-design-patterns,resource-acquisition-is-initialization,java,1,9,0,6,8,0,6,3,2,0,0,1,0,16,0
iluwatar__java-design-patterns,retry,java,1,11,0,16,10,5,43,7,9,9,14,14,0,52,0
iluwatar__java-design-patterns,role-object,java,1,10,0,14,9,4,28,9,1,7,12,13,8,52,0
iluwatar__java-design-patterns,saga,java,1,25,0,47,38,10,113,56,18,70,69,43,24,192,0
iluwatar__java-design-patterns,separated-interface,java,1,10,5,10,9,2,16,5,3,2,7,6,2,29,0
iluwatar__java-design-patterns,serialized-entity,java,1,7,0,8,6,1,21,3,3,5,9,5,2,25,0
iluwatar__java-design-patterns,serialized-lob,java,1,14,10,16,13,2,60,13,9,28,46,31,6,88,0
iluwatar__java-design-patterns,servant,java,1,8,0,10,7,2,38,4,2,8,22,9,6,53,0
iluwatar__java-design-patterns,server-session,java,1,6,0,6,5,0,14,3,2,1,13,7,0,18,0
iluwatar__java-design-patterns,service-layer,java,1,26,34,32,25,14,86,20,10,30,25,41,9,132,0
iluwatar__java-design-patterns,service-locator,java,1,9,0,12,8,1,22,7,2,10,10,6,2,36,0
iluwatar__java-design-patterns,service-to-worker,java,1,10,0,14,9,0,37,7,6,17,25,26,13,64,0
iluwatar__java-design-patterns,sharding,java,1,10,0,15,11,3,31,10,5,14,22,18,12,56,0
iluwatar__java-design-patterns,single-table-inheritance,java,1,15,7,20,14,6,32,12,2,14,19,30,5,55,0
iluwatar__java-design-patterns,singleton,java,1,11,0,16,13,0,21,14,2,5,7,1,5,40,0
iluwatar__java-design-patterns,spatial-partition,java,1,10,0,14,9,2,45,7,7,17,59,36,15,56,0
iluwatar__java-design-patterns,special-case,java,1,17,0,31,22,7,67,25,12,18,40,26,7,83,0
iluwatar__java-design-patterns,specification,java,1,30,58,46,29,16,80,39,23,30,43,42,33,138,0
iluwatar__java-design-patterns,state,java,1,8,0,10,7,2,18,4,4,5,10,4,6,34,0
iluwatar__java-design-patterns,step-builder,java,1,6,0,13,19,6,41,27,2,12,19,14,0,46,0
iluwatar__java-design-patterns,strangler,java,1,10,0,14,9,0,34,7,6,16,30,20,8,54,0
iluwatar__java-design-patterns,strategy,java,1,10,0,15,11,4,20,7,4,4,8,4,5,36,0
iluwatar__java-design-patterns,subclass-sandbox,java,1,7,0,8,6,2,12,4,2,10,5,8,0,27,0
iluwatar__java-design-patterns,table-module,java,1,6,0,6,5,0,16,3,2,5,6,7,1,22,0
iluwatar__java-design-patterns,template-method,java,1,8,0,10,7,2,19,5,3,8,3,9,3,42,0
iluwatar__java-design-patterns,throttling,java,1,10,3,12,9,1,22,5,4,8,13,14,9,37,0
iluwatar__java-design-patterns,tolerant-reader,java,1,7,0,8,6,1,20,6,3,5,9,17,2,22,0
iluwatar__java-design-patterns,trampoline,java,1,5,0,4,4,0,9,5,1,2,0,5,0,15,0
iluwatar__java-design-patterns,transaction-script,java,1,9,0,12,8,1,37,6,4,23,9,21,10,56,0
iluwatar__java-design-patterns,twin,java,1,7,0,8,6,1,21,4,2,9,9,1,2,37,0
iluwatar__java-design-patterns,type-object,java,1,9,0,13,10,0,41,8,6,18,49,25,13,53,0
iluwatar__java-design-patterns,unit-of-work,java,1,9,0,12,8,1,26,5,3,13,8,12,8,45,0
iluwatar__java-design-patterns,update-method,java,1,8,0,10,7,2,30,7,3,12,27,9,1,42,0
iluwatar__java-design-patterns,value-object,java,1,6,0,4,5,0,6,2,0,0,0,1,0,9,0
iluwatar__java-design-patterns,version-number,java,1,9,0,12,8,0,18,8,9,3,9,8,3,28,0
iluwatar__java-design-patterns,virtual-proxy,java,1,8,0,8,7,2,9,3,2,3,1,1,1,20,0
iluwatar__java-design-patterns,visitor,java,1,12,0,18,11,6,29,8,6,11,2,21,16,63,0
infinilabs__analysis-ik,,java,3,46,27,62,45,6,366,71,49,291,417,197,65,510,0
ityouknow__spring-boot-examples,1.x,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
ityouknow__spring-boot-examples,2.x,java,1,9,3,8,8,0,16,4,1,5,7,6,1,30,0
ityouknow__spring-boot-examples,dockercompose-springboot-mysql-nginx,java,1,9,3,8,8,0,16,4,1,5,7,6,1,30,0
ityouknow__spring-boot-examples,spring-boot-commandLineRunner,java,1,7,0,8,6,0,8,4,0,0,0,4,0,22,0
ityouknow__spring-boot-examples,spring-boot-docker,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
ityouknow__spring-boot-examples,spring-boot-file-upload,java,1,6,0,6,5,0,10,3,0,0,1,5,0,23,0
ityouknow__spring-boot-examples,spring-boot-hello,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
ityouknow__spring-boot-examples,spring-boot-helloWorld,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
ityouknow__spring-boot-examples,spring-boot-jpa-thymeleaf-curd,java,1,14,7,14,13,1,41,12,0,7,18,24,8,74,0
ityouknow__spring-boot-examples,spring-boot-jpa,java,1,17,11,22,16,1,101,11,0,0,64,50,3,149,0
ityouknow__spring-boot-examples,spring-boot-mail,java,1,7,1,6,6,1,14,2,0,0,12,31,0,23,0
ityouknow__spring-boot-examples,spring-boot-memcache-spymemcached,java,1,6,0,6,5,0,15,3,0,2,8,4,1,25,0
ityouknow__spring-boot-examples,spring-boot-mongodb,java,1,9,3,8,8,1,24,5,0,3,13,12,4,41,0
ityouknow__spring-boot-examples,spring-boot-mybatis,java,1,17,8,16,16,0,50,11,0,5,21,27,11,86,0
ityouknow__spring-boot-examples,spring-boot-package,java,1,6,0,6,5,0,6,3,0,0,0,2,0,17,0
ityouknow__spring-boot-examples,spring-boot-rabbitmq,java,1,29,2,40,28,0,68,20,0,1,16,25,2,144,0
ityouknow__spring-boot-examples,spring-boot-redis,java,1,10,1,10,9,0,30,7,1,0,23,13,0,54,0
ityouknow__spring-boot-examples,spring-boot-scheduler,java,1,6,0,6,5,0,8,3,0,0,2,1,0,17,0
ityouknow__spring-boot-examples,spring-boot-thymeleaf,java,1,5,0,4,4,0,7,2,0,0,0,1,0,18,0
ityouknow__spring-boot-examples,spring-boot-web-thymeleaf,java,1,10,7,10,9,1,37,9,1,9,17,19,8,65,0
ityouknow__spring-boot-examples,spring-boot-web,java,1,14,4,17,15,0,49,14,3,8,24,26,1,84,0
ityouknow__spring-boot-examples,spring-boot-webflux,java,1,5,0,4,4,0,4,2,0,0,0,1,0,12,0
ityouknow__spring-cloud-examples,eureka-producer-consumer,java,1,7,1,6,6,0,6,2,0,1,1,3,1,14,0
ityouknow__spring-cloud-examples,gateway-service-zuul,java,1,5,0,4,4,0,4,2,0,0,0,2,0,12,0
ityouknow__spring-cloud-examples,hystrix-dashboard-turbine,java,1,8,2,8,7,1,8,3,0,1,1,4,1,20,0
ityouknow__spring-cloud-examples,spring-boot-admin-eureka,java,1,5,0,4,4,0,5,2,0,0,1,2,0,12,0
ityouknow__spring-cloud-examples,spring-cloud-config-eureka-bus,java,1,5,0,4,4,0,5,2,0,0,1,1,0,12,0
ityouknow__spring-cloud-examples,spring-cloud-config-eureka,java,1,5,0,4,4,0,5,2,0,0,1,1,0,12,0
ityouknow__spring-cloud-examples,spring-cloud-config-git,java,1,5,0,4,4,0,5,2,0,0,1,1,0,12,0
ityouknow__spring-cloud-examples,spring-cloud-config-svn-refresh,java,1,5,0,4,4,0,5,2,0,0,1,1,0,12,0
ityouknow__spring-cloud-examples,spring-cloud-consul,java,1,7,0,6,6,0,10,3,0,0,3,1,0,19,0
ityouknow__spring-cloud-examples,spring-cloud-gateway,java,1,5,0,4,4,0,5,2,0,0,0,1,0,14,0
ityouknow__spring-cloud-examples,spring-cloud-hystrix,java,1,8,2,8,7,1,8,3,0,1,1,4,1,20,0
ityouknow__spring-cloud-examples,spring-cloud-sleuth-zipkin,java,1,5,0,4,4,0,5,2,0,0,1,2,0,12,0
ityouknow__spring-cloud-examples,spring-cloud-zuul,java,1,5,0,4,4,0,5,2,0,0,1,2,0,12,0
jOOQ__jOOQ,jOOQ-checker,java,1,11,0,15,11,4,25,7,2,21,0,23,2,52,0
jOOQ__jOOQ,jOOQ-codegen-gradle,java,1,9,0,91,170,0,335,87,0,16,251,233,4,357,0
jOOQ__jOOQ,jOOQ-examples,java,1,7,0,5,6,0,15,3,0,0,0,0,0,34,0
jOOQ__jOOQ,jOOQ-jackson-extensions,java,1,9,0,6,7,2,12,3,0,3,3,12,0,26,0
jOOQ__jOOQ,jOOQ-jpa-extensions,java,1,7,0,5,7,0,22,4,0,9,8,19,1,35,0
jOOQ__jOOQ,jOOQ-meta-extensions-hibernate,java,1,8,0,6,7,0,47,6,2,8,30,15,2,70,0
jOOQ__jOOQ,jOOQ-meta-extensions,java,1,7,1,4,6,1,17,2,0,5,12,5,0,26,0
jOOQ__jOOQ,jOOQ-migrations-maven,java,1,11,0,14,10,5,35,7,0,9,18,8,1,42,0
jOOQ__jOOQ,jOOQ-migrations,java,1,7,0,6,6,0,37,9,6,14,46,33,2,48,0
jOOQ__jOOQ,jOOQ-postgres-extensions,java,1,68,65,121,68,50,286,114,35,86,76,210,12,530,2
java-decompiler__jd-gui,api,java,1,42,35,79,59,1,140,16,0,0,0,107,58,173,0
java-decompiler__jd-gui,app,java,1,92,105,140,142,5,693,108,56,372,622,443,74,875,0
java-decompiler__jd-gui,services,java,1,159,143,336,326,130,1464,219,168,606,1016,1100,63,1940,0
java-native-access__jna,,java,9,496,1136,1830,2530,1265,21513,2804,1256,6956,5010,8791,5593,9592,9
jeasonlzy__okhttp-OkGo,,java,5,239,586,432,326,120,2216,396,238,1443,1912,1533,235,3077,43
jenkinsci__jenkins,,java,2,1277,4832,3169,3020,1440,17183,4448,1447,15481,9895,11281,3063,24172,71
jeremylong__DependencyCheck,ant,java,1,19,4,18,19,2,415,11,3,35,384,172,7,584,0
jeremylong__DependencyCheck,cli,java,1,6,0,5,6,0,199,4,2,73,313,58,1,124,0
jeremylong__DependencyCheck,core,java,1,315,761,501,321,87,3408,542,437,2271,2562,2150,624,4601,0
jeremylong__DependencyCheck,maven,java,1,17,0,25,17,4,284,13,5,88,208,154,2,246,0
jeremylong__DependencyCheck,utils,java,1,28,0,41,30,1,395,48,19,63,181,194,16,331,0
jfeinstein10__SlidingMenu,,java,2,43,26,76,63,17,484,58,36,374,444,423,40,765,0
jhy__jsoup,,java,1,87,255,241,280,95,2256,727,266,2435,1683,1576,546,3107,67
joelittlejohn__jsonschema2pojo,,java,4,108,128,181,106,45,1332,196,90,752,620,1053,178,1976,0
json-path__JsonPath,,java,2,139,256,307,285,117,1592,515,266,1365,976,1460,459,2348,75
junit-team__junit4,,java,1,254,511,481,374,135,1899,519,256,1613,852,1627,541,3135,1
junit-team__junit5,documentation,java,1,14,0,16,14,0,36,15,3,1,16,21,2,69,0
junit-team__junit5,junit-jupiter-api,java,1,159,78,310,203,51,1048,137,13,843,96,1680,133,1798,0
junit-team__junit5,junit-jupiter-engine,java,1,112,119,208,151,28,919,161,57,400,464,819,222,1342,0
junit-team__junit5,junit-jupiter-migrationsupport,java,1,29,17,33,25,7,52,12,2,29,16,43,10,101,0
junit-team__junit5,junit-jupiter-params,java,1,68,20,129,100,23,341,64,18,155,143,295,67,466,1
junit-team__junit5,junit-platform-commons,java,1,63,35,104,79,16,533,102,28,371,114,694,43,905,0
junit-team__junit5,junit-platform-console,java,1,41,15,78,68,7,451,74,24,258,288,273,76,579,0
junit-team__junit5,junit-platform-engine,java,1,113,129,232,203,62,1059,344,140,499,673,698,271,1503,0
junit-team__junit5,junit-platform-jfr,java,1,8,0,15,24,7,43,11,6,9,25,15,0,47,0
junit-team__junit5,junit-platform-launcher,java,1,89,111,166,118,24,808,222,69,443,517,593,231,1168,0
junit-team__junit5,junit-platform-reporting,java,1,21,1,20,20,0,112,17,6,76,68,134,9,178,0
junit-team__junit5,junit-platform-runner,java,1,8,0,6,6,0,45,5,2,28,32,43,3,73,0
junit-team__junit5,junit-platform-suite-api,java,1,33,0,54,31,0,36,0,0,0,0,0,0,63,0
junit-team__junit5,junit-platform-suite-commons,java,1,8,0,4,6,0,39,14,1,6,15,41,0,69,0
junit-team__junit5,junit-platform-suite-engine,java,1,15,0,18,13,0,58,12,5,14,32,40,7,90,0
junit-team__junit5,junit-platform-testkit,java,1,20,0,28,21,0,211,77,31,152,113,182,12,379,0
junit-team__junit5,junit-vintage-engine,java,1,39,26,57,43,3,238,40,21,136,146,174,32,374,0
junit-team__junit5,platform-tooling-support-tests,java,1,5,0,9,6,0,14,5,0,0,0,1,0,32,0
junixapp__XPopup,,java,2,130,298,251,183,55,1605,271,121,1092,1656,993,206,2053,0
justauth__JustAuth,,java,1,132,575,223,127,78,776,324,142,998,358,634,342,1211,0
jwtk__jjwt,,java,5,430,1219,871,539,486,4595,963,392,1907,1529,5519,379,5953,498
karatelabs__karate,,java,5,360,591,623,416,77,5636,1348,526,4954,4792,3700,821,7615,45
kaushikgopal__RxJava-Android-Samples,,java,1,50,49,93,79,25,459,59,43,171,345,175,31,629,0
kdn251__interviews,company,java,1,2,0,2,0,0,4,2,0,0,0,2,0,10,0
kdn251__interviews,cracking-the-coding-interview,java,1,4,0,4,0,0,9,4,0,2,0,9,0,22,0
kdn251__interviews,leetcode,java,1,5,0,5,0,0,14,5,0,8,0,25,0,33,0
kdn251__interviews,uva,java,1,47,0,48,0,0,129,48,1,22,24,78,0,276,0
kestra-io__kestra,cli,java,1,70,63,104,77,41,254,52,1,129,111,48,7,343,0
kestra-io__kestra,jdbc-h2,java,1,31,5,50,31,1,70,23,15,3,22,89,0,159,0
kestra-io__kestra,jdbc-mysql,java,1,30,5,48,29,1,62,22,15,1,21,70,0,144,0
kestra-io__kestra,jdbc-postgres,java,1,30,5,48,30,1,64,22,15,2,23,75,0,146,0
kestra-io__kestra,jdbc,java,1,45,36,81,50,20,490,58,17,99,349,719,34,766,0
kestra-io__kestra,model,java,1,13,0,18,16,0,27,1,0,0,0,3,0,37,0
kestra-io__kestra,processor,java,1,7,0,4,6,0,27,2,0,17,7,27,0,47,0
kestra-io__kestra,script,java,1,23,10,26,22,0,134,20,2,20,60,46,15,107,0
kestra-io__kestra,storage-local,java,1,6,0,4,5,0,24,2,0,12,9,28,0,43,0
kevin-wayne__algs4,,java,1,200,0,473,349,0,3253,482,589,4008,2862,2536,287,4978,0
keycloak__keycloak,adapters,java,1,6,0,5,7,0,36,8,0,5,38,23,3,51,0
keycloak__keycloak,authz,java,1,26,39,38,25,0,236,68,26,101,213,209,65,330,0
keycloak__keycloak,common,java,1,78,24,164,129,14,864,171,44,416,379,876,39,1220,0
keycloak__keycloak,core,java,1,318,194,616,420,88,5493,718,132,840,3671,2314,357,7408,11
keycloak__keycloak,crypto,java,1,17,0,26,20,1,126,14,11,23,98,122,0,181,0
keycloak__keycloak,docs,java,1,12,0,18,15,0,89,14,7,22,73,36,4,105,0
keycloak__keycloak,federation,java,1,14,10,19,15,1,110,17,10,59,78,84,18,168,0
keycloak__keycloak,integration,java,1,86,12,158,85,1,643,113,8,48,103,672,9,765,0
keycloak__keycloak,model,java,1,202,128,372,249,41,3444,324,158,1915,2737,2239,190,5486,0
keycloak__keycloak,operator,java,1,49,79,90,68,2,450,79,9,166,274,241,96,636,0
keycloak__keycloak,quarkus,java,1,29,1,60,48,0,286,62,5,20,66,79,14,207,0
keycloak__keycloak,rest,java,1,27,11,44,30,3,188,41,17,63,199,177,13,298,0
keycloak__keycloak,saml-core-api,java,1,303,62,544,325,103,2423,563,7,159,1421,847,570,3440,0
keycloak__keycloak,saml-core,java,1,204,368,345,237,98,2002,338,62,1812,1180,1718,226,2980,21
keycloak__keycloak,server-spi-private,java,1,613,314,1085,691,89,5050,771,179,1395,2114,3484,492,7305,0
keycloak__keycloak,server-spi,java,1,238,258,467,347,117,3091,645,86,765,1164,2505,845,3828,2
keycloak__keycloak,testsuite,java,1,7,0,4,6,0,8,2,1,2,3,1,1,11,0
keycloak__keycloak,util,java,1,8,0,9,9,0,95,5,3,15,120,34,0,77,0
koral--__android-gif-drawable,,java,1,36,5,73,63,13,513,113,58,306,447,405,53,807,19
koush__AndroidAsync,,java,2,199,454,440,363,150,2541,603,312,1921,1711,1609,716,3529,1
koush__ion,,java,2,123,148,238,177,66,1663,415,119,493,1033,990,192,1726,228
krahets__hello-algo,codes,java,1,100,0,193,108,0,543,125,39,450,349,494,60,1088,0
krahets__hello-algo,en,java,1,100,0,193,108,0,543,125,39,450,349,494,60,1088,0
krahets__hello-algo,zh-hant,java,1,100,0,193,108,0,543,125,39,450,349,494,60,1088,0
ksoichiro__Android-ObservableScrollView,,java,2,119,238,236,177,148,1210,179,66,643,1083,731,121,1561,0
kunal-kushwaha__DSA-Bootcamp-Java,lectures,java,1,10,0,16,9,0,16,8,0,0,0,8,0,41,0
languagetool-org__languagetool,languagetool-commandline,java,1,9,0,13,10,0,154,8,5,114,87,127,3,231,0
languagetool-org__languagetool,languagetool-core,java,1,374,731,899,831,231,8231,2604,630,5340,6457,5782,1490,9279,3
languagetool-org__languagetool,languagetool-dev,java,1,131,9,259,188,10,990,171,109,423,638,771,55,1376,0
languagetool-org__languagetool,languagetool-gui-commons,java,1,12,0,19,13,0,418,15,6,222,724,241,7,466,0
languagetool-org__languagetool,languagetool-http-client,java,1,18,0,31,23,0,331,44,21,182,350,202,28,344,0
languagetool-org__languagetool,languagetool-language-modules,java,1,50,38,76,49,1,490,40,35,239,150,315,17,623,0
languagetool-org__languagetool,languagetool-office-extension,java,1,43,23,133,152,2,1893,163,178,2279,3140,1528,279,2009,0
languagetool-org__languagetool,languagetool-server,java,1,59,4,117,77,9,959,116,77,362,803,749,96,1213,0
languagetool-org__languagetool,languagetool-standalone,java,1,28,0,82,95,1,499,70,66,288,530,264,46,572,0
languagetool-org__languagetool,languagetool-tools,java,1,9,0,12,8,4,52,6,8,37,46,40,0,73,0
languagetool-org__languagetool,languagetool-wikipedia,java,1,54,7,103,67,9,520,91,63,225,422,355,22,652,0
lecho__hellocharts-android,,java,2,125,356,253,199,67,1740,381,213,1531,2028,1112,380,2201,0
lenve__VBlog,,java,1,41,39,54,35,0,244,48,18,101,125,156,26,388,0
lenve__vhr,,java,5,142,115,178,107,0,980,149,19,311,545,482,172,1410,0
leolin310148__ShortcutBadger,,java,2,34,62,50,30,17,188,24,11,39,106,120,2,220,0
lgvalle__Material-Animations,,java,1,17,0,29,18,7,122,18,5,78,86,62,14,191,0
liaohuqiu__android-Ultra-Pull-To-Refresh,,java,2,73,100,114,95,15,777,86,49,533,817,481,91,948,0
libgdx__libgdx,backends,java,1,63,16,113,79,18,1321,88,95,333,1077,1450,105,1899,0
libgdx__libgdx,extensions,java,1,28,35,72,68,7,547,64,20,148,1071,342,168,513,0
libgdx__libgdx,gdx,java,1,639,2416,1522,1332,542,18466,3792,1441,14278,23790,20102,5342,22632,67
lightbend__config,,java,1,104,162,259,234,101,1749,853,394,2002,934,1853,776,2639,82
lihengming__spring-boot-api-project-seed,,java,1,16,3,22,15,1,68,17,6,16,26,39,2,106,0
lingochamp__FileDownloader,,java,2,131,320,324,327,88,2315,436,163,2148,2198,1506,411,2951,0
linlinjava__litemall,,java,4,356,674,884,906,43,13927,8267,440,14120,4919,11616,3627,15479,6964
macrozheng__springcloud-learning,admin-client,java,1,13,6,12,12,1,50,19,7,18,27,34,7,82,0
macrozheng__springcloud-learning,admin-security-server,java,1,6,0,4,5,0,5,2,0,0,2,3,0,12,0
macrozheng__springcloud-learning,api-gateway,java,1,9,0,8,8,0,8,4,0,0,0,2,0,23,0
macrozheng__springcloud-learning,config-client,java,1,6,0,4,5,0,5,2,0,0,1,1,0,12,0
macrozheng__springcloud-learning,consul-config-client,java,1,6,0,4,5,0,5,2,0,0,1,1,0,12,0
macrozheng__springcloud-learning,consul-ribbon-service,java,1,11,2,10,10,0,37,15,1,2,24,22,2,63,0
macrozheng__springcloud-learning,consul-user-service,java,1,13,6,12,12,1,50,19,7,18,27,34,7,82,0
macrozheng__springcloud-learning,eureka-client,java,1,6,0,4,5,0,6,2,0,0,2,1,0,12,0
macrozheng__springcloud-learning,eureka-security-server,java,1,6,0,4,5,0,4,2,0,0,0,2,0,12,0
macrozheng__springcloud-learning,feign-service,java,1,15,9,14,14,1,46,25,8,7,17,31,7,81,0
macrozheng__springcloud-learning,hystrix-service,java,1,15,5,14,14,0,52,24,7,10,38,35,1,93,0
macrozheng__springcloud-learning,micro-knife4j,java,1,8,0,6,7,0,14,3,0,0,6,4,0,24,0
macrozheng__springcloud-learning,micro-oauth2,java,1,11,3,10,10,0,14,7,1,1,1,1,1,27,0
macrozheng__springcloud-learning,micro-sa-token,java,1,7,0,6,6,0,6,3,0,0,0,1,0,17,0
macrozheng__springcloud-learning,nacos-config-client,java,1,6,0,4,5,0,5,2,0,0,1,1,0,12,0
macrozheng__springcloud-learning,nacos-loadbalancer-service,java,1,15,7,16,14,0,52,27,1,8,29,32,7,89,0
macrozheng__springcloud-learning,nacos-retrofit-service,java,1,20,15,22,19,1,63,38,17,10,20,39,8,116,0
macrozheng__springcloud-learning,nacos-ribbon-service,java,1,11,2,10,10,0,37,15,1,2,24,22,2,63,0
macrozheng__springcloud-learning,nacos-user-service,java,1,13,6,12,12,1,50,19,7,18,27,34,7,82,0
macrozheng__springcloud-learning,oauth2-client,java,1,9,0,8,8,0,9,4,0,1,1,3,1,23,0
macrozheng__springcloud-learning,oauth2-jwt-server,java,1,18,4,20,17,0,45,11,2,2,16,14,2,82,0
macrozheng__springcloud-learning,oauth2-server,java,1,14,2,14,13,0,32,7,1,1,12,10,1,60,0
macrozheng__springcloud-learning,ribbon-service,java,1,11,2,10,10,0,37,15,1,2,24,22,2,63,0
macrozheng__springcloud-learning,seata-account-service,java,1,18,4,18,17,1,36,11,1,4,7,20,2,57,0
macrozheng__springcloud-learning,seata-order-service,java,1,20,12,22,19,1,42,13,1,7,9,22,8,62,0
macrozheng__springcloud-learning,seata-storage-service,java,1,18,4,18,17,1,36,11,1,4,7,20,2,57,0
macrozheng__springcloud-learning,sentinel-service,java,1,19,14,20,18,1,61,37,17,7,22,38,7,109,0
macrozheng__springcloud-learning,user-service,java,1,13,6,12,12,1,50,19,7,18,27,34,7,82,0
