repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed
mapstruct__mapstruct,,java,1,33,393,29,458,3202,2783,419,4127,1148,2979,2,424,1132,831,571,251,4350,1240,475,4409,3452,2979,1732,6.99127,4,99,8.83448,2.50655,1,41,1.37695,0,65,3.25638,1.37695,1,73,3.8675,0.930356,0,23,3.00697,54,0.548035,0.548035,32,7,2.0339,2.88041,37,2.88041,147,9,6,6.99127,4,99,1.94566,1,4,128,3.29644,12.2674,37.6928,162.52,3.10054,1457.64,0.0541732,387.971,2849.36,1,1,1,1
markzhai__AndroidPerformanceMonitor,blockcanary-analyzer,java,1,6,12,5,15,84,70,14,152,102,50,1,17,9,27,22,3,186,23,7,61,168,50,16,5.6,4,20,4.81387,6.8,3,53,0.72619,0,17,2.08938,0.72619,1,6,0.955575,0.595238,0,4,1.64706,5,0.2,0.2,2,1,1,0.75,1,0.75,6,7,4,5.6,4,20,2.5,2,4,21,3.23853,14.6364,56.3788,280.37,5.0026,5143.77,0.0934568,645.682,10359.4,1,1,1,1
markzhai__AndroidPerformanceMonitor,blockcanary-android-no-op,java,1,6,3,5,3,29,26,3,13,4,9,1,8,1,6,7,0,33,6,1,3,9,9,5,9.66667,8,20,7.84573,1.33333,2,2,0.103448,0,2,0.402135,0.103448,0,1,0.304543,0.310345,0,2,2.25,4,0,0,0,,,0.333333,1,0.333333,1,7,4,9.66667,8,20,1.06897,1,2,2,0.364931,5.23077,8.88462,23.9324,1.28777,71.8065,0.00797746,57,161.5,1,0,1,1
markzhai__AndroidPerformanceMonitor,blockcanary-android,java,1,6,12,5,15,78,62,16,115,47,68,1,17,2,27,22,0,125,22,8,37,99,68,10,5.2,3,17,4.57821,3.13333,2,9,0.474359,0,6,0.957084,0.474359,0,6,0.843138,0.871795,1,4,2.10638,8,0,0,0,,,0.166667,1,0.166667,2,7,4,5.2,3,17,2.62821,2,6,12,2.03249,20.2,74.0545,377.058,6.66723,7707.7,0.125686,1151.49,14343.5,1,0,1,1
markzhai__AndroidPerformanceMonitor,blockcanary-sample,java,1,4,4,3,4,28,24,4,14,3,11,1,7,0,8,6,0,31,5,2,4,5,11,0,7,7.5,10,3.08221,0.75,1,1,0.142857,0,2,0.515079,0.142857,0,1,0.349927,0.392857,0,3,1.66667,2,0,0,0,,,0,0,0,0,5,2,7,7.5,10,2,1,5,7,1.5353,11.25,25.8333,101.914,2.78368,561.058,0.0339713,250.768,1811.3,0,0,1,0
material-components__material-components-android,,java,1,1612,3299,116,1231,11138,9835,1303,14893,4621,10272,4,4907,1286,2036,1770,415,15759,2221,1646,14174,15378,10272,1751,9.04793,4,268,17.7591,3.75386,1,95,1.27258,1,41,2.23624,1.27258,0,338,6.87354,0.922248,1,29,3.32785,115,0.337124,0.337124,68,3,1.47118,0.389815,34,0.389815,68,10,5,9.04874,4,268,2.5668,1,6,89,3.60045,15.0009,52.1545,235.635,4.04335,3113.49,0.0785451,526.449,4068.93,1,1,1,1
metersphere__metersphere,backend,java,1,5,4,4,4,9,5,4,6,4,2,1,8,0,8,7,0,13,4,0,0,4,2,0,2.25,2,3,0.433013,1,0,4,0,0,0,0,0,0,0,0,0.222222,0,1,1,1,0,0,0,,,0,0,0,0,5,2,2.25,2,3,2.33333,1,13,13,3.77124,12,28.6,126.354,1.24118,185.929,0.0421181,512.928,746.763,0,0,0,0
microg__GmsCore,fake-signature,java,1,5,4,4,4,22,18,4,52,16,36,1,8,0,8,7,0,38,4,1,5,19,36,1,5.5,6,8,2.17945,4,3,9,0.227273,0,1,0.41907,0.227273,0,2,0.516264,1.63636,1,5,1.1875,2,0,0,0,,,0,0,0,0,6,3,5.5,6,8,2.09091,1.5,4,5,1.3787,14.1667,31.1667,127.331,2.11231,508.831,0.0424436,283.275,1510.8,0,0,1,1
microg__GmsCore,firebase-auth,java,1,12,50,11,52,86,34,52,173,163,10,1,61,6,102,63,4,249,63,4,4,52,10,10,1.65385,1,8,1.56751,3.13462,2,14,0.0465116,0,1,0.21059,0.0465116,0,3,0.33781,0.116279,0,3,0.319018,2,0.0769231,0.0769231,3,2,1.25,0.12,1,0.12,2,8,5,1.65385,1,8,1.23256,1,2,8,1.06394,5.92,11.8,38.6712,1.46844,188.564,0.0128904,31.0196,48,1,1,1,1
microg__GmsCore,firebase-dynamic-links,java,1,6,4,5,6,12,8,4,25,16,9,1,9,1,10,12,1,28,4,0,0,13,9,0,2,2,4,1.29099,2.66667,2.5,7,0,0,0,0,0,0,0,0,0.75,0,6,0.8125,3,0.166667,0.166667,1,1,1,0.25,1,0.25,1,7,4,2,2,4,1.5,1,4,7,2.02073,7.66667,14.3333,45.5251,0.902273,48.7883,0.015175,96.794,114.393,1,1,0,0
microg__GmsCore,play-services-ads-identifier,java,1,7,2,6,2,5,3,2,5,2,3,1,8,0,3,8,0,7,3,1,0,4,3,0,2.5,2.5,3,0.5,1,1,2,0,0,0,0,0,0,0,0,0.6,0,2,2,2,0,0,0,,,0,0,0,0,8,5,2.5,2.5,3,1.4,1,3,3,0.8,10,16,53.1508,1.75,93.014,0.0177169,53.1508,93.014,0,0,1,0
microg__GmsCore,play-services-ads-lite,java,1,18,20,17,8,9,0,9,54,50,4,1,37,0,16,24,0,59,9,0,0,4,4,4,1.125,1,2,0.330719,6.25,4,23,0,0,0,0,0,0,0,0,0.444444,0,4,0.08,1,0,0,0,,,0,0,0,0,9,6,1.125,1,2,1.44444,1,5,5,1.25708,,,,,,,,,0,0,0,1
microg__GmsCore,play-services-ads,java,1,7,2,6,2,2,0,2,4,4,0,1,8,0,4,7,0,6,2,0,0,0,0,0,1,1,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8,5,1,1,1,1,1,1,1,0,,,,,,,,,0,0,0,0
microg__GmsCore,play-services-api,java,1,61,112,60,116,178,47,131,561,494,67,1,172,15,228,179,0,672,139,3,1,204,67,33,1.53448,1,8,1.16287,4.25862,2,66,0.00561798,0,1,0.0747423,0.00561798,0,1,0.0747423,0.376404,0,3,0.412955,3,0,0,0,,,0.133929,4,0.133929,2,10,7,1.53448,1,8,1.73596,1,4,9,1.34204,15.3415,47.3171,211.883,2.40441,744.107,0.0706278,339.834,1559.24,1,0,1,1
microg__GmsCore,play-services-appset,java,1,6,6,5,6,11,7,4,21,10,11,1,11,0,11,11,0,21,5,0,0,10,11,0,1.83333,2,3,1.06719,1.66667,1.5,4,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,,,0,0,0,0,7,4,1.83333,2,3,1.45455,1,3,3,0.987525,8.5,19.8333,63.3711,1.34602,89.8311,0.0211237,101.438,196.535,0,0,0,0
microg__GmsCore,play-services-auth-api-phone,java,1,14,14,13,14,38,28,10,50,19,31,1,27,7,27,26,4,57,16,10,1,7,31,0,2.71429,2,8,1.90595,1.35714,0.5,6,0.0263158,0,1,0.160073,0.0263158,0,1,0.160073,0.815789,1,3,0.368421,2,0.285714,0.285714,1,2,1.25,0.5,2,0.5,1,9,6,2.71429,2,8,0.921053,1,1,2,0.480218,11.6364,23.3182,85.412,2.33919,219.604,0.0284707,148,388.373,1,1,1,0
microg__GmsCore,play-services-auth-base,java,1,10,13,9,12,18,3,15,71,58,13,1,22,0,24,20,0,76,15,0,1,20,13,1,1.5,1,3,0.763763,4.83333,4,15,0.0555556,0,1,0.229061,0.0555556,0,1,0.229061,0.722222,0,4,0.344828,3,0,0,0,,,0,0,0,0,9,6,1.5,1,3,2.05556,1,5,6,1.68233,11,26.6667,96.88,2.27727,311.88,0.0322933,167.996,797.982,0,0,0,1
microg__GmsCore,play-services-auth,java,1,12,27,11,43,249,203,46,332,166,166,1,38,0,69,70,0,415,114,20,1,406,166,28,5.7907,5,13,3.47455,3.86047,3,10,0.00401606,0,1,0.063245,0.00401606,0,1,0.063245,0.666667,0,9,2.44578,6,0,0,0,,,0,0,0,0,10,7,5.7907,5,13,1.72691,1,3,12,1.94237,8.84404,26.0642,100.241,2.36724,1033.31,0.0334135,250.362,911.017,0,0,1,1
microg__GmsCore,play-services-base,java,1,5,14,4,26,153,136,17,328,47,281,1,18,0,40,41,3,200,19,6,57,62,281,2,5.88462,4,34,8.16808,1.80769,0,15,0.372549,0,12,1.14265,0.372549,0,3,0.624995,1.8366,1,9,1.31915,6,0.115385,0.115385,2,1,1,0,0,0,0,6,3,5.88462,4,34,2.01961,1,4,30,3.10275,20.17,62.14,301.616,6.16637,5615.12,0.100539,522.162,7745.41,0,1,1,1
microg__GmsCore,play-services-basement,java,1,21,48,20,61,289,235,54,668,264,404,1,68,57,107,94,17,553,87,15,268,185,404,22,4.7377,2,36,6.98218,4.32787,1,67,0.927336,1,24,2.14482,0.927336,0,29,3.00488,1.39792,1,5,0.700758,7,0.278689,0.278689,11,2,1.6875,1.1875,7,1.1875,12,9,6,4.7377,2,36,1.92388,1,6,18,2.16797,16.1907,58.4175,283.774,6.38896,11203.3,0.0945912,393.55,5312.28,1,1,1,1
microg__GmsCore,play-services-cast-framework,java,1,8,7,7,7,91,84,7,150,37,113,1,14,7,14,13,0,128,9,5,23,129,113,23,13,8,25,7.36788,5.28571,4,11,0.252747,0,4,0.65622,0.252747,0,7,0.884462,1.24176,1,9,3.48649,17,0,0,0,,,1,4,1,3,9,6,13,8,25,1.75824,1,3,9,1.4776,12.2381,24.8095,96.0407,1.75236,288.041,0.0320136,220.078,968.344,1,0,1,1
microg__GmsCore,play-services-cast,java,1,11,5,10,6,42,36,6,84,23,61,1,15,1,11,15,0,65,6,3,18,75,61,3,7,4.5,22,7.2111,3.83333,2.5,9,0.428571,0,4,0.929487,0.428571,0,2,0.583212,1.45238,1,9,3.26087,18,0,0,0,,,0.2,1,0.2,1,8,5,7,4.5,22,2.07143,1,4,13,2.43382,19.5833,48.25,218.674,4.80212,1438.17,0.0728915,551.567,3895.44,1,0,1,1
microg__GmsCore,play-services-chimera-core,java,1,5,3,4,5,40,37,3,53,13,40,1,7,0,8,10,2,53,3,1,12,22,40,2,8,6,23,7.92465,2.6,0,9,0.3,0,2,0.509902,0.3,0,1,0.458258,1,1,3,1.69231,7,0.4,0.4,1,2,1.5,0,0,0,0,6,3,8,6,23,0.9,1,2,5,1.09087,7.51724,14.931,48.6939,1.26157,87.2852,0.0162313,140.648,182.658,0,1,1,1
microg__GmsCore,play-services-clearcut,java,1,9,4,8,4,10,4,6,52,35,17,1,12,2,8,11,0,45,6,0,1,71,17,3,2.5,2.5,4,1.11803,8.75,9.5,14,0.1,0,1,0.3,0.1,0,1,0.3,1.7,0,10,2.02857,3,0,0,0,,,0.5,2,0.5,1,8,5,2.5,2.5,4,6.7,5,13,15,4.9,32,143.5,737.35,7.32613,5766.17,0.245783,1186.79,12176.6,1,0,0,1
microg__GmsCore,play-services-core,java,1,6,15,5,26,146,112,34,233,72,161,1,20,1,41,41,5,218,52,8,70,170,161,25,5.61538,4,20,4.94646,2.76923,1,21,0.479452,0,7,0.994638,0.479452,0,4,0.742258,1.10274,1,4,2.36111,12,0.192308,0.192308,1,1,1,0.0666667,1,0.0666667,1,6,3,5.61538,4,20,2.17808,1,4,18,2.63196,13.6923,39.5513,167.973,3.55222,1027.23,0.0559911,341.934,2602.43,1,1,1,1
microg__GmsCore,play-services-drive,java,1,9,56,8,56,56,0,56,55,55,0,1,64,0,112,63,0,111,56,0,0,0,0,0,1,1,1,0,0.982143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9,6,1,1,1,1,1,1,1,0,,,,,,,,,0,0,0,0
microg__GmsCore,play-services-droidguard,java,1,13,4,12,4,20,15,5,30,13,17,1,16,2,8,14,1,33,6,1,5,27,17,0,5,5.5,8,2.54951,3.25,2,8,0.25,0,1,0.433013,0.25,0,2,0.53619,0.85,1,3,2.07692,5,0.25,0.25,1,1,1,0.5,2,0.5,1,9,6,5,5.5,8,2.55,2,5,7,1.85674,20.4,60.3333,283.563,5.98067,2919.75,0.094521,707.157,14647.1,1,1,1,0
microg__GmsCore,play-services-fido,java,1,17,53,16,74,422,333,89,521,208,313,1,69,23,127,109,11,630,198,30,68,556,313,107,5.7027,5,18,4.27036,2.81081,2,12,0.161137,0,5,0.484457,0.161137,0,7,0.55725,0.741706,0,11,2.67308,10,0.148649,0.148649,3,2,1.18182,0.433962,9,0.433962,2,10,7,5.7027,5,18,1.64692,1,3,14,1.71582,10.4779,29.6507,117.384,2.59171,1126.69,0.0391281,262.705,1103.87,1,1,1,1
microg__GmsCore,play-services-fitness,java,1,9,26,8,26,70,40,30,316,244,72,1,34,15,52,33,0,314,40,10,1,62,72,120,2.69231,2,14,2.31665,9.38462,4.5,66,0.0142857,0,1,0.118666,0.0142857,0,1,0.118666,1.02857,1,4,0.254098,2,0,0,0,,,0.576923,3,0.576923,6,8,5,2.69231,2,14,1.11429,1,1,5,0.598638,11.3,27.4,99.4762,1.61232,162.055,0.0331587,96.794,119.589,1,0,1,1
microg__GmsCore,play-services-games,java,1,15,25,14,23,141,117,24,204,130,74,1,39,1,44,38,5,271,42,3,19,138,74,16,6.13043,4,33,7.67437,5.65217,2,52,0.134752,0,12,1.02604,0.134752,0,4,0.44911,0.524823,0,25,1.06154,4,0.217391,0.217391,2,1,1,0.04,1,0.04,1,9,6,6.13043,4,33,1.29078,1,2,26,2.51108,6.59551,11.6517,33.2407,0.972495,37.1594,0.0110802,58.8103,82.4541,1,1,1,1
microg__GmsCore,play-services-gcm,java,1,10,12,9,15,116,96,20,170,66,104,1,21,1,27,25,4,182,50,6,51,148,104,9,7.73333,8,12,2.48909,4.4,3,12,0.439655,0,5,0.931154,0.439655,0,4,0.790992,0.896552,1,4,2.24242,7,0.266667,0.266667,2,1,1,0.0833333,1,0.0833333,1,7,4,7.73333,8,12,2.21552,2,5,8,1.81377,15.1449,43.3768,193.417,3.96771,1465.15,0.0644722,498.571,4807.65,1,1,1,1
microg__GmsCore,play-services-iid,java,1,10,5,9,6,64,57,7,119,38,81,1,14,4,11,14,0,102,9,4,51,96,81,4,10.6667,10.5,18,5.28099,6.33333,4,13,0.796875,0,9,1.33674,0.796875,1,4,0.851096,1.26562,1,4,2.52632,9,0,0,0,,,0.8,2,0.8,1,7,4,10.6667,10.5,18,2.85938,2,6,18,2.91476,19.2321,66.3036,320.818,6.37523,4335.31,0.106939,696.126,11807.4,1,0,1,1
microg__GmsCore,play-services-location,java,1,11,14,10,37,319,284,35,566,203,363,1,24,8,51,68,4,522,53,2,14,112,363,55,8.62162,4,47,11.7389,5.48649,2,74,0.0438871,0,2,0.233453,0.0438871,0,1,0.204844,1.13793,1,10,0.551724,6,0.108108,0.108108,3,2,1.25,0.571429,2,0.571429,2,6,3,8.62162,4,47,0.890282,1,1,10,1.23324,6.89035,10.4956,34.7901,1.07346,143.171,0.0115967,74.2309,64.5761,1,1,1,1
microg__GmsCore,play-services-maps,java,1,14,2,13,2,11,9,2,15,3,12,1,15,0,4,14,0,14,2,0,1,3,12,0,5.5,5.5,10,4.5,1.5,1.5,2,0.0909091,0,1,0.28748,0.0909091,0,1,0.28748,1.09091,1,4,1,3,0,0,0,,,0,0,0,0,13,10,5.5,5.5,10,1.27273,1,2,3,0.616575,11.4444,22.4444,85.8512,1.46587,204.782,0.0286171,267.566,1119.55,0,0,0,0
microg__GmsCore,play-services-mlkit,java,1,7,15,6,15,31,16,15,169,139,30,1,21,0,30,20,0,170,15,0,0,20,30,12,2.06667,2,3,0.249444,9.26667,8,44,0,0,0,0,0,0,0,0,0.967742,0,2,0.143885,1,0,0,0,,,0,0,0,0,8,5,2.06667,2,3,1,1,1,1,0,12.125,29.1875,105.498,1.25459,141.857,0.035166,96.794,114.393,0,0,0,1
microg__GmsCore,play-services-nearby,java,1,12,39,11,49,266,194,72,384,206,178,1,50,53,88,68,1,472,128,28,9,358,178,35,5.42857,3,23,5.31075,4.20408,3,12,0.0338346,0,1,0.180803,0.0338346,0,3,0.235045,0.669173,0,10,1.73786,5,0.0204082,0.0204082,1,1,1,1.35897,29,1.35897,3,9,6,5.42857,3,23,1.90977,1,4,13,2.11851,13.1826,41.3652,177.706,3.79103,1788.76,0.0592354,515.468,4914.59,1,1,1,1
microg__GmsCore,play-services-oss-licenses,java,1,12,6,11,7,42,34,8,68,22,46,1,17,5,13,17,0,64,8,4,13,48,46,5,6,6,10,2.32993,3.14286,3,7,0.309524,0,4,0.858795,0.309524,0,2,0.555839,1.09524,1,4,2.18182,6,0,0,0,,,0.833333,1,0.833333,2,8,5,6,6,10,2.21429,1,5,8,1.79332,17.0606,56.1515,273.372,5.31656,3947.34,0.091124,922.631,13596.7,1,0,1,1
microg__GmsCore,play-services-panorama,java,1,7,4,5,3,4,3,1,6,2,4,1,10,0,5,8,0,6,1,0,0,0,4,1,1.33333,1,2,0.471405,0.666667,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,,,0,0,0,0,8,4,1.33333,1,2,0.25,0,1,1,0.433013,,,,,,,,,0,0,0,1
microg__GmsCore,play-services-pay,java,1,10,5,9,9,17,13,4,37,12,25,1,14,3,14,20,1,29,8,2,0,1,25,0,1.88889,1,6,2.18299,1.33333,1,3,0,0,0,0,0,0,0,0,1.47059,1,3,0.0833333,1,0.111111,0.111111,1,1,1,0.6,2,0.6,1,7,4,1.88889,1,6,0.647059,1,1,2,0.588235,8.125,13.625,41.783,1.15852,46.6092,0.0139277,89.9452,112.432,1,1,1,0
microg__GmsCore,play-services-phenotype,java,1,6,4,5,4,14,5,9,47,32,15,1,9,0,8,8,0,46,9,0,0,40,15,0,3.5,1,11,4.33013,8,7.5,14,0,0,0,0,0,0,0,0,1.07143,0,3,1.25,10,0,0,0,,,0,0,0,0,7,4,3.5,1,11,2.78571,2,5,5,1.69784,13.8,26.4,99.9597,3.25955,325.331,0.0333199,109.393,341.853,0,0,0,0
microg__GmsCore,play-services-places,java,1,8,9,7,9,34,26,8,161,161,0,1,16,1,18,15,1,195,9,0,0,15,0,0,3.77778,1,15,5.24463,17.8889,2,127,0,0,0,0,0,0,0,0,0,0,0,0.0931677,1,0.111111,0.111111,1,1,1,0.111111,1,0.111111,1,9,6,3.77778,1,15,0.676471,1,1,2,0.526955,6.21429,10.0714,27.006,0.896429,23.6873,0.009002,33.6883,30.8809,1,1,0,0
microg__GmsCore,play-services-recaptcha,java,1,11,18,10,19,65,41,24,89,38,51,1,28,20,37,28,1,103,30,7,2,33,51,22,3.42105,3,10,2.56116,2,1,8,0.0307692,0,1,0.172692,0.0307692,0,1,0.172692,0.784615,0,3,0.868421,4,0.0526316,0.0526316,1,1,1,1.11111,11,1.11111,4,8,5,3.42105,3,10,1.01538,1,2,4,0.794061,8.55556,17.4167,64.6263,1.39233,158.975,0.0215421,208.496,875.667,1,1,1,1
microg__GmsCore,play-services-safetynet,java,1,10,14,9,20,47,29,18,103,62,41,1,23,13,34,33,1,109,20,15,0,8,41,6,2.35,1.5,10,2.2198,3.1,0,24,0,0,0,0,0,0,0,0,0.87234,1,3,0.129032,2,0.05,0.05,1,1,1,0.928571,6,0.928571,2,7,4,2.35,1.5,10,0.893617,1,1,4,0.83115,11.7727,22.4545,91.5849,1.5902,298.528,0.0305283,279.683,1158.69,1,1,1,1
microg__GmsCore,play-services-tapandpay,java,1,10,13,9,13,21,5,16,79,69,10,1,22,0,26,21,0,90,16,0,0,26,10,6,1.61538,1,5,1.14613,5.30769,3,31,0,0,0,0,0,0,0,0,0.47619,0,6,0.376812,5,0,0,0,,,0,0,0,0,9,6,1.61538,1,5,1.90476,1,3,7,1.77025,9.2,25,86.6651,2.60333,412.116,0.0288884,212,1731.33,0,0,0,1
microg__GmsCore,play-services-tasks,java,1,10,27,9,28,142,121,21,160,24,136,1,36,34,55,36,10,166,81,23,123,86,136,20,5.07143,3,32,7.2157,0.857143,0.5,6,0.866197,1,6,1.26841,0.866197,0,7,1.71254,0.957746,1,3,3.58333,14,0.357143,0.357143,7,2,1.7,1.25926,9,1.25926,9,7,4,5.07143,3,32,1.38732,1,3,9,1.51912,13.3048,34.9143,145.78,2.86383,1015.01,0.0485933,417.786,2640.41,1,1,1,1
microg__GmsCore,play-services-vision-common,java,1,7,4,6,13,62,51,11,89,53,36,1,10,1,17,27,0,115,30,5,22,129,36,11,4.76923,4,13,3.68268,4.07692,2,16,0.354839,0,5,0.968817,0.354839,0,2,0.598298,0.580645,0,4,2.43396,7,0,0,0,,,0.25,1,0.25,1,8,5,4.76923,4,13,2.09677,1,5,9,2.1,18.8571,77.0476,388.308,9.0441,10984.9,0.129436,875.044,18149.1,1,0,1,1
microg__GmsCore,play-services-vision,java,1,15,3,14,3,3,0,3,6,6,0,1,17,0,6,16,0,9,3,0,0,0,0,0,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,15,12,1,1,1,1,1,1,1,0,,,,,,,,,0,0,0,0
microg__GmsCore,play-services-wearable,java,1,6,12,5,17,185,168,17,375,75,300,1,17,0,29,26,0,260,26,26,138,359,300,29,10.8824,5,52,14.3768,4.41176,4,15,0.745946,0,7,1.16957,0.745946,0,12,1.31737,1.62162,1,5,4.78667,37,0,0,0,,,0,0,0,0,7,4,10.8824,5,52,2.98919,2,6,17,2.68729,20.9141,67.7669,318.726,4.88829,2808.6,0.106242,771.101,7762.86,0,0,1,1
microg__GmsCore,vending-app,java,1,24,64,16,18,36,21,15,92,54,38,1,87,1,29,39,2,90,15,1,6,42,38,1,2,2,5,1.24722,3,1.5,15,0.166667,0,3,0.552771,0.166667,0,1,0.372678,1.05556,1,6,0.777778,3,0.111111,0.111111,2,1,1,0.015625,1,0.015625,1,8,4,2,2,5,2.77778,1,8,15,3.37566,28.1176,107.412,592.042,6.14021,5855.28,0.197347,2040.25,25981.3,1,1,1,1
micronaut-projects__micronaut-core,aop,java,1,9,39,8,39,222,200,22,274,47,227,1,47,37,75,49,22,269,45,13,92,105,227,20,5.69231,3,18,5.33087,1.20513,0,7,0.414414,0,3,0.697078,0.414414,0,12,1.18145,1.02252,1,7,2.23404,14,0.564103,0.564103,4,2,1.31579,0.948718,6,0.948718,7,7,4,5.84615,3,18,1.49554,1,4,10,1.66904,17.113,62.4522,298.142,4.99423,4556.9,0.0993807,975,12967.8,1,1,1,1
micronaut-projects__micronaut-core,buffer-netty,java,1,5,5,4,4,66,62,4,63,5,58,1,9,0,8,7,1,71,5,8,2,48,58,1,16.5,11.5,32,8.95824,1.25,1,2,0.030303,0,1,0.17142,0.030303,0,2,0.244311,0.878788,1,3,9.6,30,0.25,0.25,1,1,1,0,0,0,0,6,3,16.5,11.5,32,1.10606,1,2,2,0.654328,11.549,24.2941,89.6128,2.21355,297.356,0.0298709,128,597.333,0,1,1,1
micronaut-projects__micronaut-core,context-propagation,java,1,8,2,7,2,7,5,2,4,1,3,1,9,0,4,8,0,8,2,0,2,1,3,0,3.5,3.5,5,1.5,0.5,0.5,1,0.285714,0,1,0.451754,0.285714,0,2,0.699854,0.428571,0,1,1,1,0,0,0,,,0,0,0,0,8,5,3.5,3.5,5,1.42857,1,3,3,0.728431,11,39.4,155.653,3.95717,1269.97,0.0518843,502.115,5602.55,0,0,0,0
micronaut-projects__micronaut-core,core-reactive,java,1,11,22,10,27,140,117,23,150,42,108,1,32,6,45,45,11,182,23,8,60,78,108,1,5.18519,3,28,5.83119,1.55556,1,7,0.428571,0,3,0.677631,0.428571,0,6,0.837879,0.771429,1,3,1.85714,8,0.407407,0.407407,5,3,1.72727,0.272727,2,0.272727,2,7,4,5.18519,3,28,1.29286,1,2,6,0.959884,13.49,39.82,166.344,4.5266,1953.18,0.055448,343.791,3246.2,1,1,1,1
micronaut-projects__micronaut-core,discovery-core,java,1,12,49,11,43,280,242,38,296,112,184,1,60,26,84,55,18,392,71,11,82,190,184,38,6.51163,3,38,7.45957,2.60465,1,18,0.292857,0,14,1.02467,0.292857,0,8,0.845124,0.657143,0,6,1.69643,6,0.418605,0.418605,3,2,1.11765,0.530612,7,0.530612,7,7,4,6.53488,3,38,1.06786,1,2,6,0.865429,9.07059,24.2,94.9767,2.01147,724.026,0.0316589,248.796,1044.99,1,1,1,1
micronaut-projects__micronaut-core,function-client,java,1,9,19,8,14,25,15,10,45,10,35,1,27,13,28,21,7,35,10,6,13,20,35,9,1.78571,2,4,1.08091,0.714286,0,3,0.52,0,4,0.943186,0.52,0,3,0.805978,1.4,1,4,2,3,0.5,0.5,2,1,1,0.684211,5,0.684211,3,7,4,1.78571,2,4,1.84,1,4,8,1.804,27,103.222,531.907,5.86672,5886.76,0.177302,1684.33,29694.1,1,1,1,1
micronaut-projects__micronaut-core,function-web,java,1,5,2,4,1,13,12,1,21,3,18,1,6,0,2,4,0,16,1,0,1,15,18,0,13,13,13,0,3,3,3,0.0769231,0,1,0.266469,0.0769231,0,1,0.266469,1.38462,1,5,5,11,0,0,0,,,0,0,0,0,6,3,13,13,13,1.53846,1,3,3,0.745797,20.5833,109.083,634.365,5.63613,23356,0.211455,345.754,2257.57,0,0,0,0
micronaut-projects__micronaut-core,function,java,1,5,14,4,13,75,62,13,97,19,78,1,18,3,25,17,7,94,13,2,36,49,78,5,5.76923,6,18,4.22727,1.46154,1,5,0.48,0,8,1.20399,0.48,0,4,0.73684,1.04,1,5,2.57895,6,0.538462,0.538462,3,2,1.16667,0.214286,1,0.214286,3,6,3,5.76923,6,18,1.62667,1,3,17,2.21975,17.3478,61.8696,293.055,4.48043,3870.43,0.0976851,656.548,7501.64,1,1,1,1
micronaut-projects__micronaut-core,graal,java,1,5,3,4,3,23,20,3,44,10,34,1,7,0,5,7,0,33,4,2,17,11,34,0,7.66667,5,16,6.01849,3.33333,4,4,0.73913,0,4,1.07207,0.73913,0,5,1.11189,1.47826,1,3,1.1,2,0,0,0,,,0,0,0,0,6,3,7.66667,5,16,2.30435,2,5,7,1.59986,22.2632,90.6316,486.008,4.60972,9180.49,0.162003,715,5140.6,0,0,1,0
micronaut-projects__micronaut-core,http-server,java,1,16,66,15,62,374,315,59,581,190,391,1,81,45,118,82,29,564,84,14,200,341,391,47,6.03226,2,51,8.73622,3.06452,1,38,0.534759,0,8,1.26981,0.534759,0,12,1.01729,1.04545,1,6,1.79474,10,0.467742,0.467742,11,2,1.18519,0.681818,3,0.681818,12,8,5,6.03226,2,51,1.8262,1,4,15,2.04083,15.7768,61.794,293.986,4.91737,4585.27,0.0979952,728.358,7782.59,1,1,1,1
